#Time,Time_usec,ProducerName,component_id,job_id,app_id,MemTotal,,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Unevictable,Mlocked,SwapTotal,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,KReclaimable,Slab,SReclaimable,SUnreclaim,KernelStack,PageTables,NFS_Unstable,Bounce,WritebackTmp,CommitLimit,Committed_AS,VmallocTotal,VmallocUsed,VmallocChunk,Percpu,AnonHugePages,ShmemHugePages,ShmemPmdMapped,FileHugePages,FilePmdMapped,HugePages_Total,HugePages_Free,HugePages_Rsvd,HugePages_Surp,Hugepagesize,Hugetlb,DirectMap4k,DirectMap2M,DirectMap1G
1717536718,1301,aceffaeea368,1,0,0,2018296,,77764,1289476,838464,330372,13844,623252,764620,95532,125060,527720,639560,0,0,1048576,812544,64,0,210316,62708,1688,232428,306792,232428,74364,7904,6168,0,0,0,2057724,2411124,34359738367,28864,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536719,1427,aceffaeea368,1,0,0,2018296,,77264,1288812,838464,330376,13844,623252,764456,95532,125060,527720,639396,0,0,1048576,812544,68,0,210316,62708,1688,232428,306792,232428,74364,7904,6168,0,0,0,2057724,2415344,34359738367,28880,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536720,1511,aceffaeea368,1,0,0,2018296,,76076,1288800,838476,331540,13844,625776,764064,95536,126012,530240,638052,0,0,1048576,812544,72,0,211104,64824,1688,232428,306796,232428,74368,8012,6236,0,0,0,2057724,2551864,34359738367,28928,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536721,1635,aceffaeea368,1,0,0,2018296,,73324,1288328,838476,333444,13844,635752,756908,95540,126548,540212,630360,0,0,1048576,812544,72,0,211644,64540,1688,232428,306800,232428,74372,7984,6292,0,0,0,2057724,2552152,34359738367,28928,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536722,1716,aceffaeea368,1,0,0,2018296,,71376,1286380,838520,333400,13844,635748,757032,95536,126672,540212,630360,0,0,1048576,812544,72,0,211764,64464,1688,232428,306800,232428,74372,8072,6240,0,0,0,2057724,2412216,34359738367,28960,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536723,1917,aceffaeea368,1,0,0,2018296,,69652,1284704,838564,333564,13848,635912,758236,95544,127984,540368,630252,0,0,1048576,812544,232,0,213104,64792,1688,232428,306800,232428,74372,8120,6240,0,0,0,2057724,2543388,34359738367,28960,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536724,2008,aceffaeea368,1,0,0,2018296,,69400,1284456,838588,333552,13848,635916,757764,95544,127512,540372,630252,0,0,1048576,812544,272,0,212612,62908,1688,232428,306800,232428,74372,8056,6240,0,0,0,2057724,2411128,34359738367,28928,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536725,1188,aceffaeea368,1,0,0,2018296,,69400,1284456,838604,333552,13848,635916,757764,95544,127512,540372,630252,0,0,1048576,812544,272,0,212612,62908,1688,232428,306800,232428,74372,8056,6240,0,0,0,2057724,2411128,34359738367,28928,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536726,1271,aceffaeea368,1,0,0,2018296,,69400,1284484,838612,333544,13848,635964,757744,95544,127512,540420,630232,0,0,1048576,812544,272,0,212612,62908,1688,232428,306800,232428,74372,8056,6240,0,0,0,2057724,2411128,34359738367,28928,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536727,1408,aceffaeea368,1,0,0,2018296,,69400,1284484,838620,333536,13848,635964,757744,95544,127512,540420,630232,0,0,1048576,812544,272,0,212612,62908,1688,232428,306800,232428,74372,8056,6240,0,0,0,2057724,2411128,34359738367,28928,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536728,1477,aceffaeea368,1,0,0,2018296,,69400,1284484,838632,333524,13848,635964,757744,95544,127512,540420,630232,0,0,1048576,812544,272,0,212612,62908,1688,232428,306800,232428,74372,8056,6240,0,0,0,2057724,2411128,34359738367,28928,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536729,1630,aceffaeea368,1,0,0,2018296,,69400,1284488,838640,333684,13848,635964,757748,95544,127512,540420,630236,0,0,1048576,812544,272,0,212580,62908,1688,232428,306800,232428,74372,8056,6240,0,0,0,2057724,2411128,34359738367,28928,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536730,1728,aceffaeea368,1,0,0,2018296,,69400,1284488,838640,333688,13848,635964,757748,95544,127512,540420,630236,0,0,1048576,812544,276,0,212580,62908,1688,232428,306800,232428,74372,8056,6240,0,0,0,2057724,2411128,34359738367,28928,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536731,1892,aceffaeea368,1,0,0,2018296,,69400,1284496,838644,333688,13848,635984,757736,95544,127512,540440,630224,0,0,1048576,812544,276,0,212580,62908,1688,232428,306800,232428,74372,8056,6240,0,0,0,2057724,2411128,34359738367,28928,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536732,1996,aceffaeea368,1,0,0,2018296,,69400,1284496,838644,333688,13848,635984,757736,95544,127512,540440,630224,0,0,1048576,812544,276,0,212580,62908,1688,232428,306800,232428,74372,8056,6240,0,0,0,2057724,2411128,34359738367,28928,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536733,1173,aceffaeea368,1,0,0,2018296,,69400,1284496,838652,333688,13848,635984,757736,95544,127512,540440,630224,0,0,1048576,812544,276,0,212580,62908,1688,232428,306800,232428,74372,8056,6240,0,0,0,2057724,2411128,34359738367,28928,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536734,1252,aceffaeea368,1,0,0,2018296,,69400,1284496,838664,333688,13848,635984,757736,95544,127512,540440,630224,0,0,1048576,812544,276,0,212580,62908,1688,232428,306800,232428,74372,8056,6240,0,0,0,2057724,2411128,34359738367,28928,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536735,1415,aceffaeea368,1,0,0,2018296,,69400,1284660,838680,333684,13848,636148,757736,95544,127512,540604,630224,0,0,1048576,812544,112,0,212580,62908,1688,232428,306800,232428,74372,8056,6240,0,0,0,2057724,2411128,34359738367,28928,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536736,1520,aceffaeea368,1,0,0,2018296,,69400,1284660,838684,333684,13848,636148,757740,95544,127516,540604,630224,0,0,1048576,812544,152,0,212584,62908,1688,232428,306800,232428,74372,8056,6240,0,0,0,2057724,2411128,34359738367,28928,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536737,1682,aceffaeea368,1,0,0,2018296,,69348,1284608,838688,333876,13832,636228,757144,95504,127040,540724,630104,0,0,1048576,812544,56,0,212284,62696,1692,232428,306828,232428,74400,7904,6168,0,0,0,2057724,2411128,34359738367,28928,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536738,1791,aceffaeea368,1,0,0,2018296,,69348,1284608,838688,333876,13832,636228,757144,95504,127040,540724,630104,0,0,1048576,812544,56,0,212284,62696,1692,232428,306828,232428,74400,7904,6168,0,0,0,2057724,2411128,34359738367,28928,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536739,1948,aceffaeea368,1,0,0,2018296,,69348,1284608,838688,333876,13832,636228,757144,95504,127040,540724,630104,0,0,1048576,812544,56,0,212284,62696,1692,232428,306828,232428,74400,7904,6168,0,0,0,2057724,2411128,34359738367,28928,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536740,2050,aceffaeea368,1,0,0,2018296,,69348,1284608,838688,333876,13832,636228,757204,95504,127100,540724,630104,0,0,1048576,812544,60,0,212372,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536741,1210,aceffaeea368,1,0,0,2018296,,69456,1284724,838688,333876,13832,636228,757236,95504,127124,540724,630112,0,0,1048576,812544,60,0,212372,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536743,1462,aceffaeea368,1,0,0,2018296,,67412,1282680,838688,333884,13832,636228,757240,95504,127128,540724,630112,0,0,1048576,812544,68,0,212372,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536744,1594,aceffaeea368,1,0,0,2018296,,67412,1282684,838696,333880,13832,636228,757244,95504,127128,540724,630116,0,0,1048576,812544,68,0,212372,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536745,1762,aceffaeea368,1,0,0,2018296,,67412,1282684,838700,333876,13832,636228,757244,95504,127128,540724,630116,0,0,1048576,812544,68,0,212372,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536746,1167,aceffaeea368,1,0,0,2018296,,67412,1282684,838700,333876,13832,636228,757244,95504,127128,540724,630116,0,0,1048576,812544,68,0,212372,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536747,1308,aceffaeea368,1,0,0,2018296,,67412,1282684,838708,333868,13832,636228,757244,95504,127128,540724,630116,0,0,1048576,812544,68,0,212372,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536748,1165,aceffaeea368,1,0,0,2018296,,67412,1282684,838716,333868,13832,636228,757244,95504,127128,540724,630116,0,0,1048576,812544,76,0,212372,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536749,1329,aceffaeea368,1,0,0,2018296,,67412,1282688,838724,333864,13832,636228,757216,95504,127096,540724,630120,0,0,1048576,812544,76,0,212340,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536750,1507,aceffaeea368,1,0,0,2018296,,67412,1282692,838732,333860,13832,636228,757220,95504,127096,540724,630124,0,0,1048576,812544,76,0,212340,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536751,1659,aceffaeea368,1,0,0,2018296,,67412,1282868,838736,333868,13832,636396,757228,95504,127096,540892,630132,0,0,1048576,812544,0,36,212340,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536752,1748,aceffaeea368,1,0,0,2018296,,69464,1284936,838740,333864,13832,636396,757244,95504,127096,540892,630148,0,0,1048576,812544,0,0,212340,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536753,1866,aceffaeea368,1,0,0,2018296,,69464,1284936,838748,333860,13832,636396,757244,95504,127096,540892,630148,0,0,1048576,812544,0,0,212340,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536754,1938,aceffaeea368,1,0,0,2018296,,69464,1284936,838748,333864,13832,636396,757244,95504,127096,540892,630148,0,0,1048576,812544,0,0,212340,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536755,2088,aceffaeea368,1,0,0,2018296,,69464,1284936,838748,333864,13832,636396,757244,95504,127096,540892,630148,0,0,1048576,812544,0,0,212340,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536756,1197,aceffaeea368,1,0,0,2018296,,69464,1284944,838756,333864,13832,636400,757248,95504,127096,540896,630152,0,0,1048576,812544,0,152,212340,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536757,1351,aceffaeea368,1,0,0,2018296,,69464,1284944,838760,333860,13832,636400,757248,95504,127096,540896,630152,0,0,1048576,812544,0,0,212340,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536758,1474,aceffaeea368,1,0,0,2018296,,69464,1284780,838764,333856,13832,636400,757144,95504,127156,540896,629988,0,0,1048576,812544,0,0,212440,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536759,1645,aceffaeea368,1,0,0,2018296,,69464,1284780,838764,333860,13832,636400,757144,95504,127156,540896,629988,0,0,1048576,812544,0,0,212440,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536760,1711,aceffaeea368,1,0,0,2018296,,69464,1284780,838776,333864,13832,636400,757144,95504,127156,540896,629988,0,0,1048576,812544,0,0,212440,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536761,1833,aceffaeea368,1,0,0,2018296,,69464,1284780,838792,333864,13832,636400,757144,95504,127156,540896,629988,0,0,1048576,812544,0,4,212440,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536762,1917,aceffaeea368,1,0,0,2018296,,67420,1282812,838820,333868,13832,636476,757184,95504,127196,540972,629988,0,0,1048576,812544,4,0,212440,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536763,2048,aceffaeea368,1,0,0,2018296,,67420,1282816,838828,333872,13832,636476,757188,95504,127196,540972,629992,0,0,1048576,812544,8,0,212440,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536764,1173,aceffaeea368,1,0,0,2018296,,67420,1282816,838844,333876,13832,636476,757188,95504,127196,540972,629992,0,0,1048576,812544,12,0,212440,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536765,1323,aceffaeea368,1,0,0,2018296,,67420,1282816,838860,333880,13832,636476,757188,95504,127196,540972,629992,0,0,1048576,812544,16,0,212440,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536766,1416,aceffaeea368,1,0,0,2018296,,67420,1282816,838872,333880,13832,636476,757188,95504,127196,540972,629992,0,0,1048576,812544,16,0,212440,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536767,1566,aceffaeea368,1,0,0,2018296,,67168,1282624,838880,333880,13832,636528,757196,95504,127196,541024,630000,0,0,1048576,812544,0,40,212440,62696,1692,232428,306828,232428,74400,7904,6216,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536768,1657,aceffaeea368,1,0,0,2018296,,67168,1282760,838896,333980,13832,636684,757128,95504,127148,541180,629980,0,0,1048576,812544,56,68,212392,62696,1692,232428,306828,232428,74400,7904,6168,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536769,1789,aceffaeea368,1,0,0,2018296,,67168,1282760,838896,333980,13832,636684,757128,95504,127148,541180,629980,0,0,1048576,812544,56,0,212392,62696,1692,232428,306828,232428,74400,7904,6168,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536770,1883,aceffaeea368,1,0,0,2018296,,67168,1282780,838896,333980,13832,636744,757088,95504,127148,541240,629940,0,0,1048576,812544,56,0,212396,62696,1692,232428,306828,232428,74400,7904,6168,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536771,1995,aceffaeea368,1,0,0,2018296,,68964,1284568,838904,333980,13832,636736,757072,95504,127132,541232,629940,0,0,1048576,812544,60,0,212396,62696,1692,232428,306828,232428,74400,7904,6168,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536772,2059,aceffaeea368,1,0,0,2018296,,66920,1282548,838928,333960,13832,636752,757100,95504,127152,541248,629948,0,0,1048576,812544,60,0,212396,62696,1692,232428,306828,232428,74400,7904,6168,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536773,1195,aceffaeea368,1,0,0,2018296,,66920,1282548,838944,333944,13832,636752,757100,95504,127152,541248,629948,0,0,1048576,812544,60,0,212396,62696,1692,232428,306828,232428,74400,7904,6168,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536774,1184,aceffaeea368,1,0,0,2018296,,66920,1282548,838960,333928,13832,636752,757100,95504,127152,541248,629948,0,0,1048576,812544,60,0,212396,62696,1692,232428,306828,232428,74400,7904,6168,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536775,1396,aceffaeea368,1,0,0,2018296,,66920,1282548,838972,333916,13832,636752,757100,95504,127152,541248,629948,0,0,1048576,812544,60,0,212396,62696,1692,232428,306828,232428,74400,7904,6168,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536776,776,aceffaeea368,1,0,0,2018296,,66920,1282548,838980,333912,13832,636752,757100,95504,127152,541248,629948,0,0,1048576,812544,64,0,212396,62696,1692,232428,306828,232428,74400,7904,6168,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
1717536777,1910,aceffaeea368,1,0,0,2018296,,66920,1282548,838992,333900,13832,636752,757100,95504,127152,541248,629948,0,0,1048576,812544,64,0,212396,62696,1692,232428,306828,232428,74400,7904,6168,0,0,0,2057724,2411128,34359738367,28896,0,6080,114688,0,0,0,0,0,0,0,0,2048,0,109568,1986560,10485760
